ANO;UF;Codmun7;Município;IDHM;IDHM_E;IDHM_L;IDHM_R
2010;42;4218004;TIJUCAS;0,760;0,672;0,873;0,747
2010;42;4218103;TIMBÉ DO SUL;0,720;0,606;0,856;0,721
2010;42;4218202;TIMBÓ;0,784;0,697;0,856;0,807
2010;42;4218251;TIMBÓ GRANDE;0,659;0,565;0,798;0,634
2010;42;4218301;TRÊS BARRAS;0,706;0,639;0,814;0,677
2010;42;4218350;TREVISO;0,774;0,714;0,882;0,737
2010;42;4218400;TREZE DE MAIO;0,729;0,602;0,881;0,729
2010;42;4218509;TREZE TÍLIAS;0,795;0,685;0,874;0,838
2010;42;4218608;TROMBUDO CENTRAL;0,775;0,696;0,880;0,760
2010;42;4218707;TUBARÃO;0,796;0,740;0,866;0,788
2010;42;4218756;TUNÁPOLIS;0,752;0,704;0,830;0,728
2010;42;4218806;TURVO;0,740;0,631;0,867;0,742
2010;42;4218855;UNIÃO DO OESTE;0,705;0,606;0,823;0,703
2010;42;4218905;URUBICI;0,694;0,562;0,823;0,722
2010;42;4218954;URUPEMA;0,699;0,622;0,823;0,667
2010;42;4219002;URUSSANGA;0,772;0,695;0,876;0,756
2010;42;4219101;VARGEÃO;0,686;0,551;0,827;0,708
2010;42;4219150;VARGEM;0,629;0,495;0,790;0,636
2010;42;4219176;VARGEM BONITA;0,718;0,656;0,801;0,705
2010;42;4219200;VIDAL RAMOS;0,700;0,588;0,802;0,728
2010;42;4219309;VIDEIRA;0,764;0,675;0,857;0,772
2010;42;4219358;VITOR MEIRELES;0,673;0,522;0,841;0,694
2010;42;4219408;WITMARSUM;0,710;0,557;0,870;0,739
2010;42;4219507;XANXERÊ;0,775;0,711;0,861;0,760
2010;42;4219606;XAVANTINA;0,749;0,632;0,861;0,772
2010;42;4219705;XAXIM;0,752;0,662;0,871;0,737
2010;42;4219853;ZORTÉA;0,761;0,661;0,885;0,752
2010;43;4300034;ACEGUÁ;0,687;0,541;0,852;0,703
2010;43;4300059;ÁGUA SANTA;0,750;0,590;0,850;0,840
2010;43;4300109;AGUDO;0,694;0,524;0,847;0,752
2010;43;4300208;AJURICABA;0,753;0,658;0,850;0,763
2010;43;4300307;ALECRIM;0,672;0,522;0,852;0,683
2010;43;4300406;ALEGRETE;0,740;0,664;0,849;0,720
2010;43;4300455;ALEGRIA;0,695;0,572;0,818;0,717
2010;43;4300471;ALMIRANTE TAMANDARÉ DO SUL;0,740;0,669;0,828;0,732
2010;43;4300505;ALPESTRE;0,671;0,543;0,795;0,700
2010;43;4300554;ALTO ALEGRE;0,747;0,642;0,859;0,756
2010;43;4300570;ALTO FELIZ;0,734;0,603;0,886;0,740
2010;43;4300604;ALVORADA;0,699;0,564;0,874;0,694
2010;43;4300638;AMARAL FERRADOR;0,624;0,457;0,802;0,664
2010;43;4300646;AMETISTA DO SUL;0,682;0,562;0,809;0,697
2010;43;4300661;ANDRÉ DA ROCHA;0,720;0,605;0,837;0,738
2010;43;4300703;ANTA GORDA;0,740;0,630;0,868;0,742
2010;43;4300802;ANTÔNIO PRADO;0,758;0,671;0,835;0,777
2010;43;4300851;ARAMBARÉ;0,691;0,570;0,833;0,694
2010;43;4300877;ARARICÁ;0,679;0,547;0,824;0,696
2010;43;4300901;ARATIBA;0,772;0,670;0,856;0,801
2010;43;4301008;ARROIO DO MEIO;0,769;0,706;0,860;0,750
2010;43;4301057;ARROIO DO SAL;0,740;0,649;0,844;0,740
2010;43;4301073;ARROIO DO PADRE;0,669;0,461;0,860;0,756
2010;43;4301107;ARROIO DOS RATOS;0,698;0,583;0,833;0,700
2010;43;4301206;ARROIO DO TIGRE;0,707;0,589;0,848;0,708
2010;43;4301305;ARROIO GRANDE;0,657;0,522;0,807;0,673
2010;43;4301404;ARVOREZINHA;0,694;0,575;0,817;0,713
2010;43;4301503;AUGUSTO PESTANA;0,743;0,621;0,847;0,779
2010;43;4301552;ÁUREA;0,707;0,588;0,841;0,715
2010;43;4301602;BAGÉ;0,740;0,647;0,848;0,739
2010;43;4301636;BALNEÁRIO PINHAL;0,696;0,567;0,836;0,710
2010;43;4301651;BARÃO;0,748;0,652;0,836;0,767
2010;43;4301701;BARÃO DE COTEGIPE;0,719;0,593;0,842;0,745
2010;43;4301750;BARÃO DO TRIUNFO;0,610;0,428;0,821;0,645
2010;43;4301800;BARRACÃO;0,710;0,568;0,885;0,711
2010;43;4301859;BARRA DO GUARITA;0,734;0,672;0,845;0,696
2010;43;4301875;BARRA DO QUARAÍ;0,662;0,548;0,802;0,659
2010;43;4301909;BARRA DO RIBEIRO;0,670;0,529;0,822;0,691
2010;43;4301925;BARRA DO RIO AZUL;0,723;0,638;0,842;0,703
2010;43;4301958;BARRA FUNDA;0,763;0,710;0,856;0,731
2010;43;4302006;BARROS CASSAL;0,650;0,500;0,795;0,690
2010;43;4302055;BENJAMIN CONSTANT DO SUL;0,619;0,492;0,801;0,601
2010;43;4302105;BENTO GONÇALVES;0,778;0,695;0,842;0,805
2010;43;4302154;BOA VISTA DAS MISSÕES;0,676;0,561;0,825;0,666
2010;43;4302204;BOA VISTA DO BURICÁ;0,762;0,697;0,834;0,761
2010;43;4302220;BOA VISTA DO CADEADO;0,703;0,590;0,851;0,692
2010;43;4302238;BOA VISTA DO INCRA;0,731;0,641;0,867;0,703
2010;43;4302253;BOA VISTA DO SUL;0,728;0,587;0,852;0,770
2010;43;4302303;BOM JESUS;0,666;0,510;0,832;0,697
2010;43;4302352;BOM PRINCÍPIO;0,746;0,661;0,836;0,751
2010;43;4302378;BOM PROGRESSO;0,723;0,643;0,840;0,700
2010;43;4302402;BOM RETIRO DO SUL;0,739;0,649;0,857;0,725
2010;43;4302451;BOQUEIRÃO DO LEÃO;0,700;0,562;0,843;0,725
2010;43;4302501;BOSSOROCA;0,692;0,608;0,821;0,665
2010;43;4302584;BOZANO;0,745;0,628;0,853;0,773
2010;43;4302600;BRAGA;0,674;0,563;0,830;0,656
2010;43;4302659;BROCHIER;0,699;0,554;0,851;0,723
2010;43;4302709;BUTIÁ;0,689;0,558;0,848;0,691
2010;43;4302808;CAÇAPAVA DO SUL;0,704;0,585;0,855;0,699
2010;43;4302907;CACEQUI;0,700;0,626;0,807;0,680
2010;43;4303004;CACHOEIRA DO SUL;0,742;0,648;0,854;0,739
2010;43;4303103;CACHOEIRINHA;0,757;0,675;0,857;0,749
2010;43;4303202;CACIQUE DOBLE;0,662;0,528;0,810;0,677
2010;43;4303301;CAIBATÉ;0,719;0,611;0,857;0,709
2010;43;4303400;CAIÇARA;0,699;0,580;0,817;0,721
2010;43;4303509;CAMAQUÃ;0,697;0,578;0,819;0,715
2010;43;4303558;CAMARGO;0,736;0,612;0,854;0,762
2010;43;4303608;CAMBARÁ DO SUL;0,697;0,574;0,838;0,705
2010;43;4303673;CAMPESTRE DA SERRA;0,706;0,557;0,886;0,713
2010;43;4303707;CAMPINA DAS MISSÕES;0,738;0,677;0,849;0,698
2010;43;4303806;CAMPINAS DO SUL;0,760;0,691;0,842;0,753
2010;43;4303905;CAMPO BOM;0,745;0,643;0,852;0,755
2010;43;4304002;CAMPO NOVO;0,703;0,593;0,866;0,677
2010;43;4304101;CAMPOS BORGES;0,708;0,616;0,819;0,704
2010;43;4304200;CANDELÁRIA;0,674;0,521;0,842;0,699
2010;43;4304309;CÂNDIDO GODÓI;0,728;0,627;0,853;0,720
2010;43;4304358;CANDIOTA;0,698;0,562;0,860;0,704
2010;43;4304408;CANELA;0,748;0,667;0,849;0,738
2010;43;4304507;CANGUÇU;0,650;0,491;0,819;0,683
2010;43;4304606;CANOAS;0,750;0,636;0,864;0,768
2010;43;4304614;CANUDOS DO VALE;0,713;0,574;0,840;0,751
2010;43;4304622;CAPÃO BONITO DO SUL;0,637;0,507;0,779;0,654
2010;43;4304630;CAPÃO DA CANOA;0,743;0,637;0,852;0,756
2010;43;4304655;CAPÃO DO CIPÓ;0,672;0,552;0,860;0,639
2010;43;4304663;CAPÃO DO LEÃO;0,637;0,480;0,814;0,662
2010;43;4304671;CAPIVARI DO SUL;0,766;0,668;0,836;0,805
2010;43;4304689;CAPELA DE SANTANA;0,661;0,525;0,816;0,675
2010;43;4304697;CAPITÃO;0,746;0,661;0,842;0,747
2010;43;4304705;CARAZINHO;0,766;0,707;0,840;0,756
2010;43;4304713;CARAÁ;0,652;0,505;0,830;0,661
2010;43;4304804;CARLOS BARBOSA;0,796;0,724;0,835;0,835
2010;43;4304853;CARLOS GOMES;0,739;0,622;0,886;0,732
2010;43;4304903;CASCA;0,785;0,733;0,847;0,778
2010;43;4304952;CASEIROS;0,703;0,600;0,833;0,696
2010;43;4305009;CATUÍPE;0,739;0,627;0,842;0,763
2010;43;4305108;CAXIAS DO SUL;0,782;0,686;0,860;0,812
2010;43;4305116;CENTENÁRIO;0,701;0,569;0,856;0,707
2010;43;4305124;CERRITO;0,649;0,504;0,824;0,657
2010;43;4305132;CERRO BRANCO;0,661;0,527;0,816;0,671
2010;43;4305157;CERRO GRANDE;0,674;0,563;0,803;0,676
2010;43;4305173;CERRO GRANDE DO SUL;0,660;0,499;0,855;0,673
2010;43;4305207;CERRO LARGO;0,764;0,698;0,849;0,752
2010;43;4305306;CHAPADA;0,757;0,679;0,849;0,752
2010;43;4305355;CHARQUEADAS;0,747;0,659;0,870;0,726
2010;43;4305371;CHARRUA;0,620;0,385;0,885;0,699
2010;43;4305405;CHIAPETTA;0,732;0,657;0,850;0,702
2010;43;4305439;CHUÍ;0,706;0,658;0,792;0,676
2010;43;4305447;CHUVISCA;0,616;0,437;0,818;0,655
2010;43;4305454;CIDREIRA;0,729;0,625;0,848;0,730
2010;43;4305504;CIRÍACO;0,719;0,600;0,855;0,724
2010;43;4305587;COLINAS;0,765;0,678;0,840;0,786
2010;43;4305603;COLORADO;0,758;0,674;0,835;0,775
2010;43;4305702;CONDOR;0,747;0,666;0,852;0,735
2010;43;4305801;CONSTANTINA;0,754;0,668;0,885;0,726
2010;43;4305835;COQUEIRO BAIXO;0,692;0,532;0,886;0,703
2010;43;4305850;COQUEIROS DO SUL;0,746;0,614;0,840;0,806
2010;43;4305871;CORONEL BARROS;0,744;0,610;0,852;0,793
2010;43;4305900;CORONEL BICACO;0,665;0,550;0,803;0,667
2010;43;4305934;CORONEL PILAR;0,727;0,600;0,835;0,766
2010;43;4305959;COTIPORÃ;0,741;0,636;0,835;0,767
2010;43;4305975;COXILHA;0,706;0,586;0,866;0,693
2010;43;4306007;CRISSIUMAL;0,712;0,616;0,835;0,702
2010;43;4306056;CRISTAL;0,644;0,471;0,826;0,687
2010;43;4306072;CRISTAL DO SUL;0,660;0,542;0,826;0,641
2010;43;4306106;CRUZ ALTA;0,750;0,653;0,858;0,754
2010;43;4306130;CRUZALTENSE;0,719;0,605;0,849;0,724
2010;43;4306205;CRUZEIRO DO SUL;0,723;0,607;0,833;0,746
2010;43;4306304;DAVID CANABARRO;0,762;0,688;0,870;0,740
2010;43;4306320;DERRUBADAS;0,707;0,628;0,846;0,664
2010;43;4306353;DEZESSEIS DE NOVEMBRO;0,654;0,553;0,809;0,625
2010;43;4306379;DILERMANDO DE AGUIAR;0,648;0,463;0,864;0,681
2010;43;4306403;DOIS IRMÃOS;0,743;0,633;0,848;0,763
2010;43;4306429;DOIS IRMÃOS DAS MISSÕES;0,670;0,585;0,797;0,646
2010;43;4306452;DOIS LAJEADOS;0,757;0,670;0,837;0,775
2010;43;4306502;DOM FELICIANO;0,587;0,390;0,818;0,633
2010;43;4306551;DOM PEDRO DE ALCÂNTARA;0,691;0,577;0,820;0,697
2010;43;4306601;DOM PEDRITO;0,708;0,585;0,848;0,715
2010;43;4306700;DONA FRANCISCA;0,697;0,568;0,831;0,718
2010;43;4306734;DOUTOR MAURÍCIO CARDOSO;0,706;0,593;0,840;0,707
2010;43;4306759;DOUTOR RICARDO;0,724;0,593;0,855;0,749
2010;43;4306767;ELDORADO DO SUL;0,717;0,609;0,844;0,717
2010;43;4306809;ENCANTADO;0,767;0,687;0,858;0,764
2010;43;4306908;ENCRUZILHADA DO SUL;0,657;0,478;0,875;0,677
2010;43;4306924;ENGENHO VELHO;0,717;0,611;0,821;0,735
2010;43;4306932;ENTRE-IJUÍS;0,680;0,548;0,829;0,692
2010;43;4306957;ENTRE RIOS DO SUL;0,703;0,572;0,857;0,709
2010;43;4306973;EREBANGO;0,712;0,626;0,837;0,689
2010;43;4307005;ERECHIM;0,776;0,716;0,833;0,782
2010;43;4307054;ERNESTINA;0,716;0,612;0,854;0,703
2010;43;4307104;HERVAL;0,687;0,527;0,843;0,730
2010;43;4307203;ERVAL GRANDE;0,681;0,501;0,885;0,713
2010;43;4307302;ERVAL SECO;0,685;0,589;0,821;0,666
2010;43;4307401;ESMERALDA;0,680;0,569;0,827;0,669
2010;43;4307450;ESPERANÇA DO SUL;0,661;0,550;0,788;0,665
2010;43;4307500;ESPUMOSO;0,765;0,677;0,884;0,747
2010;43;4307559;ESTAÇÃO;0,753;0,674;0,843;0,752
2010;43;4307609;ESTÂNCIA VELHA;0,757;0,652;0,887;0,749
2010;43;4307708;ESTEIO;0,754;0,662;0,843;0,769
2010;43;4307807;ESTRELA;0,767;0,684;0,850;0,776
2010;43;4307815;ESTRELA VELHA;0,679;0,560;0,792;0,707
2010;43;4307831;EUGÊNIO DE CASTRO;0,712;0,584;0,885;0,697
2010;43;4307864;FAGUNDES VARELA;0,763;0,674;0,852;0,773
2010;43;4307906;FARROUPILHA;0,777;0,696;0,861;0,783
2010;43;4308003;FAXINAL DO SOTURNO;0,720;0,597;0,854;0,732
2010;43;4308052;FAXINALZINHO;0,666;0,571;0,801;0,646
2010;43;4308078;FAZENDA VILANOVA;0,698;0,557;0,841;0,726
2010;43;4308102;FELIZ;0,750;0,658;0,847;0,758
2010;43;4308201;FLORES DA CUNHA;0,754;0,642;0,849;0,786
2010;43;4308250;FLORIANO PEIXOTO;0,663;0,486;0,854;0,701
2010;43;4308300;FONTOURA XAVIER;0,661;0,532;0,812;0,668
2010;43;4308409;FORMIGUEIRO;0,682;0,549;0,838;0,690
2010;43;4308433;FORQUETINHA;0,683;0,484;0,886;0,743
2010;43;4308458;FORTALEZA DOS VALOS;0,756;0,663;0,837;0,779
2010;43;4308508;FREDERICO WESTPHALEN;0,760;0,688;0,846;0,754
2010;43;4308607;GARIBALDI;0,786;0,688;0,856;0,825
2010;43;4308656;GARRUCHOS;0,671;0,553;0,833;0,657
2010;43;4308706;GAURAMA;0,738;0,643;0,852;0,733
2010;43;4308805;GENERAL CÂMARA;0,686;0,552;0,832;0,704
2010;43;4308854;GENTIL;0,733;0,643;0,863;0,710
2010;43;4308904;GETÚLIO VARGAS;0,746;0,658;0,843;0,747
2010;43;4309001;GIRUÁ;0,721;0,629;0,842;0,707
2010;43;4309050;GLORINHA;0,714;0,593;0,859;0,716
2010;43;4309100;GRAMADO;0,764;0,662;0,861;0,783
2010;43;4309126;GRAMADO DOS LOUREIROS;0,685;0,584;0,832;0,662
2010;43;4309159;GRAMADO XAVIER;0,634;0,473;0,792;0,681
2010;43;4309209;GRAVATAÍ;0,736;0,636;0,862;0,727
2010;43;4309258;GUABIJU;0,758;0,612;0,857;0,831
2010;43;4309308;GUAÍBA;0,730;0,639;0,833;0,732
2010;43;4309407;GUAPORÉ;0,765;0,685;0,837;0,781
2010;43;4309506;GUARANI DAS MISSÕES;0,737;0,665;0,863;0,698
2010;43;4309555;HARMONIA;0,749;0,668;0,841;0,748
2010;43;4309571;HERVEIRAS;0,616;0,441;0,792;0,670
2010;43;4309605;HORIZONTINA;0,783;0,716;0,858;0,782
2010;43;4309654;HULHA NEGRA;0,643;0,512;0,796;0,653
2010;43;4309704;HUMAITÁ;0,738;0,657;0,837;0,732
2010;43;4309753;IBARAMA;0,652;0,511;0,792;0,686
2010;43;4309803;IBIAÇÁ;0,739;0,593;0,888;0,766
2010;43;4309902;IBIRAIARAS;0,724;0,615;0,835;0,739
2010;43;4309951;IBIRAPUITÃ;0,638;0,463;0,828;0,678
2010;43;4310009;IBIRUBÁ;0,765;0,671;0,848;0,786
2010;43;4310108;IGREJINHA;0,721;0,571;0,876;0,749
2010;43;4310207;IJUÍ;0,781;0,707;0,858;0,786
2010;43;4310306;ILÓPOLIS;0,730;0,595;0,866;0,756
2010;43;4310330;IMBÉ;0,764;0,638;0,847;0,825
2010;43;4310363;IMIGRANTE;0,743;0,635;0,844;0,764
2010;43;4310405;INDEPENDÊNCIA;0,693;0,576;0,813;0,711
2010;43;4310413;INHACORÁ;0,673;0,585;0,807;0,647
2010;43;4310439;IPÊ;0,728;0,618;0,831;0,751
2010;43;4310462;IPIRANGA DO SUL;0,791;0,698;0,866;0,818
2010;43;4310504;IRAÍ;0,691;0,590;0,819;0,684
2010;43;4310538;ITAARA;0,760;0,687;0,841;0,761
2010;43;4310553;ITACURUBI;0,657;0,509;0,804;0,692
2010;43;4310579;ITAPUCA;0,664;0,495;0,834;0,709
2010;43;4310603;ITAQUI;0,713;0,626;0,843;0,687
2010;43;4310652;ITATI;0,669;0,524;0,827;0,692
2010;43;4310702;ITATIBA DO SUL;0,681;0,567;0,801;0,696
2010;43;4310751;IVORÁ;0,724;0,602;0,886;0,712
2010;43;4310801;IVOTI;0,784;0,729;0,848;0,780
2010;43;4310850;JABOTICABA;0,658;0,547;0,820;0,636
2010;43;4310876;JACUIZINHO;0,662;0,487;0,817;0,730
2010;43;4310900;JACUTINGA;0,726;0,636;0,855;0,703
2010;43;4311007;JAGUARÃO;0,707;0,608;0,832;0,698
2010;43;4311106;JAGUARI;0,712;0,567;0,866;0,734
2010;43;4311122;JAQUIRANA;0,614;0,475;0,779;0,626
2010;43;4311130;JARI;0,631;0,473;0,836;0,636
2010;43;4311155;JÓIA;0,686;0,572;0,841;0,671
2010;43;4311205;JÚLIO DE CASTILHOS;0,716;0,602;0,833;0,733
2010;43;4311239;LAGOA BONITA DO SUL;0,670;0,539;0,801;0,696
2010;43;4311254;LAGOÃO;0,643;0,505;0,822;0,641
2010;43;4311270;LAGOA DOS TRÊS CANTOS;0,789;0,754;0,852;0,765
2010;43;4311304;LAGOA VERMELHA;0,738;0,620;0,885;0,734
2010;43;4311403;LAJEADO;0,778;0,704;0,840;0,796
2010;43;4311429;LAJEADO DO BUGRE;0,613;0,465;0,822;0,604
2010;43;4311502;LAVRAS DO SUL;0,699;0,577;0,868;0,683
2010;43;4311601;LIBERATO SALZANO;0,685;0,583;0,810;0,680
2010;43;4311627;LINDOLFO COLLOR;0,712;0,601;0,842;0,712
2010;43;4311643;LINHA NOVA;0,749;0,662;0,846;0,751
2010;43;4311700;MACHADINHO;0,692;0,577;0,807;0,711
2010;43;4311718;MAÇAMBARÁ;0,684;0,580;0,832;0,664
2010;43;4311734;MAMPITUBA;0,649;0,517;0,813;0,650
2010;43;4311759;MANOEL VIANA;0,655;0,534;0,766;0,686
2010;43;4311775;MAQUINÉ;0,682;0,519;0,880;0,695
2010;43;4311791;MARATÁ;0,697;0,540;0,862;0,729
2010;43;4311809;MARAU;0,774;0,699;0,857;0,773
2010;43;4311908;MARCELINO RAMOS;0,724;0,618;0,834;0,735
2010;43;4311981;MARIANA PIMENTEL;0,701;0,568;0,866;0,701
2010;43;4312005;MARIANO MORO;0,730;0,604;0,843;0,763
2010;43;4312054;MARQUES DE SOUZA;0,687;0,515;0,849;0,743
2010;43;4312104;MATA;0,656;0,529;0,807;0,660
2010;43;4312138;MATO CASTELHANO;0,727;0,608;0,839;0,752
2010;43;4312153;MATO LEITÃO;0,746;0,676;0,853;0,721
2010;43;4312179;MATO QUEIMADO;0,717;0,603;0,870;0,702
2010;43;4312203;MAXIMILIANO DE ALMEIDA;0,699;0,591;0,825;0,699
2010;43;4312252;MINAS DO LEÃO;0,681;0,514;0,826;0,743
2010;43;4312302;MIRAGUAÍ;0,725;0,613;0,837;0,744
2010;43;4312351;MONTAURI;0,764;0,662;0,852;0,790
2010;43;4312377;MONTE ALEGRE DOS CAMPOS;0,650;0,501;0,822;0,667
2010;43;4312385;MONTE BELO DO SUL;0,752;0,663;0,852;0,752
2010;43;4312401;MONTENEGRO;0,755;0,654;0,866;0,761
2010;43;4312427;MORMAÇO;0,714;0,576;0,860;0,735
2010;43;4312443;MORRINHOS DO SUL;0,711;0,593;0,842;0,720
2010;43;4312450;MORRO REDONDO;0,702;0,557;0,864;0,719
2010;43;4312476;MORRO REUTER;0,743;0,653;0,858;0,733
2010;43;4312500;MOSTARDAS;0,664;0,493;0,849;0,701
2010;43;4312609;MUÇUM;0,746;0,654;0,840;0,757
2010;43;4312617;MUITOS CAPÕES;0,702;0,558;0,873;0,711
2010;43;4312625;MULITERNO;0,689;0,547;0,808;0,740
2010;43;4312658;NÃO-ME-TOQUE;0,765;0,673;0,847;0,784
2010;43;4312674;NICOLAU VERGUEIRO;0,753;0,660;0,839;0,772
2010;43;4312708;NONOAI;0,702;0,591;0,833;0,703
2010;43;4312757;NOVA ALVORADA;0,740;0,634;0,838;0,763
2010;43;4312807;NOVA ARAÇÁ;0,785;0,722;0,843;0,796
2010;43;4312906;NOVA BASSANO;0,747;0,632;0,849;0,778
2010;43;4312955;NOVA BOA VISTA;0,768;0,708;0,836;0,764
2010;43;4313003;NOVA BRÉSCIA;0,778;0,666;0,847;0,836
2010;43;4313011;NOVA CANDELÁRIA;0,759;0,643;0,856;0,794
2010;43;4313037;NOVA ESPERANÇA DO SUL;0,735;0,647;0,848;0,723
2010;43;4313060;NOVA HARTZ;0,689;0,563;0,836;0,694
2010;43;4313086;NOVA PÁDUA;0,761;0,678;0,852;0,762
2010;43;4313102;NOVA PALMA;0,744;0,643;0,841;0,762
2010;43;4313201;NOVA PETRÓPOLIS;0,780;0,688;0,890;0,775
2010;43;4313300;NOVA PRATA;0,766;0,686;0,839;0,782
2010;43;4313334;NOVA RAMADA;0,742;0,642;0,847;0,752
2010;43;4313359;NOVA ROMA DO SUL;0,741;0,602;0,851;0,794
2010;43;4313375;NOVA SANTA RITA;0,718;0,606;0,853;0,716
2010;43;4313391;NOVO CABRAIS;0,688;0,548;0,852;0,697
2010;43;4313409;NOVO HAMBURGO;0,747;0,629;0,852;0,778
2010;43;4313425;NOVO MACHADO;0,663;0,543;0,796;0,674
2010;43;4313441;NOVO TIRADENTES;0,676;0,566;0,805;0,679
2010;43;4313466;NOVO XINGU;0,767;0,708;0,850;0,749
2010;43;4313490;NOVO BARREIRO;0,706;0,594;0,808;0,734
2010;43;4313508;OSÓRIO;0,751;0,646;0,853;0,769
2010;43;4313607;PAIM FILHO;0,706;0,558;0,870;0,725
2010;43;4313656;PALMARES DO SUL;0,715;0,592;0,852;0,725
2010;43;4313706;PALMEIRA DAS MISSÕES;0,737;0,667;0,831;0,722
2010;43;4313805;PALMITINHO;0,720;0,632;0,836;0,707
2010;43;4313904;PANAMBI;0,761;0,691;0,848;0,752
2010;43;4313953;PANTANO GRANDE;0,661;0,524;0,816;0,676
2010;43;4314001;PARAÍ;0,773;0,679;0,866;0,787
2010;43;4314027;PARAÍSO DO SUL;0,676;0,537;0,831;0,692
2010;43;4314035;PARECI NOVO;0,749;0,668;0,852;0,738
2010;43;4314050;PAROBÉ;0,704;0,562;0,886;0,700
2010;43;4314068;PASSA SETE;0,622;0,482;0,782;0,639
2010;43;4314076;PASSO DO SOBRADO;0,698;0,551;0,851;0,726
2010;43;4314100;PASSO FUNDO;0,776;0,699;0,849;0,787
2010;43;4314134;PAULO BENTO;0,710;0,571;0,858;0,730
2010;43;4314159;PAVERAMA;0,683;0,541;0,840;0,701
2010;43;4314175;PEDRAS ALTAS;0,640;0,493;0,820;0,647
2010;43;4314209;PEDRO OSÓRIO;0,678;0,551;0,829;0,683
2010;43;4314308;PEJUÇARA;0,741;0,648;0,867;0,724
2010;43;4314407;PELOTAS;0,739;0,632;0,844;0,758
2010;43;4314423;PICADA CAFÉ;0,758;0,701;0,842;0,738
2010;43;4314456;PINHAL;0,720;0,624;0,852;0,701
2010;43;4314464;PINHAL DA SERRA;0,650;0,513;0,835;0,641
2010;43;4314472;PINHAL GRANDE;0,678;0,577;0,804;0,672
2010;43;4314498;PINHEIRINHO DO VALE;0,710;0,607;0,828;0,713
2010;43;4314506;PINHEIRO MACHADO;0,661;0,499;0,846;0,685
2010;43;4314555;PIRAPÓ;0,669;0,553;0,824;0,656
2010;43;4314605;PIRATINI;0,658;0,517;0,821;0,672
2010;43;4314704;PLANALTO;0,687;0,597;0,807;0,674
2010;43;4314753;POÇO DAS ANTAS;0,744;0,634;0,877;0,742
2010;43;4314779;PONTÃO;0,725;0,623;0,864;0,708
2010;43;4314787;PONTE PRETA;0,725;0,600;0,874;0,727
2010;43;4314803;PORTÃO;0,713;0,584;0,856;0,725
2010;43;4314902;PORTO ALEGRE;0,805;0,702;0,857;0,867
2010;43;4315008;PORTO LUCENA;0,693;0,575;0,827;0,700
2010;43;4315057;PORTO MAUÁ;0,698;0,608;0,831;0,672
2010;43;4315073;PORTO VERA CRUZ;0,690;0,600;0,827;0,661
2010;43;4315107;PORTO XAVIER;0,723;0,628;0,876;0,687
2010;43;4315131;POUSO NOVO;0,715;0,566;0,845;0,765
2010;43;4315149;PRESIDENTE LUCENA;0,757;0,674;0,885;0,727
2010;43;4315156;PROGRESSO;0,683;0,525;0,861;0,705
2010;43;4315172;PROTÁSIO ALVES;0,733;0,609;0,839;0,771
2010;43;4315206;PUTINGA;0,715;0,563;0,873;0,745
2010;43;4315305;QUARAÍ;0,704;0,609;0,852;0,673
2010;43;4315313;QUATRO IRMÃOS;0,689;0,565;0,833;0,695
2010;43;4315321;QUEVEDOS;0,665;0,534;0,824;0,667
2010;43;4315354;QUINZE DE NOVEMBRO;0,756;0,655;0,841;0,783
2010;43;4315404;REDENTORA;0,631;0,523;0,792;0,606
2010;43;4315453;RELVADO;0,731;0,588;0,868;0,765
2010;43;4315503;RESTINGA SECA;0,683;0,542;0,828;0,709
2010;43;4315552;RIO DOS ÍNDIOS;0,656;0,545;0,804;0,645
2010;43;4315602;RIO GRANDE;0,744;0,637;0,861;0,752
2010;43;4315701;RIO PARDO;0,693;0,560;0,846;0,702
2010;43;4315750;RIOZINHO;0,661;0,472;0,885;0,690
2010;43;4315800;ROCA SALES;0,729;0,602;0,853;0,753
2010;43;4315909;RODEIO BONITO;0,732;0,636;0,842;0,733
2010;43;4315958;ROLADOR;0,689;0,579;0,834;0,676
2010;43;4316006;ROLANTE;0,688;0,553;0,830;0,708
2010;43;4316105;RONDA ALTA;0,724;0,600;0,867;0,729
2010;43;4316204;RONDINHA;0,764;0,678;0,842;0,780
2010;43;4316303;ROQUE GONZALES;0,688;0,563;0,843;0,687
2010;43;4316402;ROSÁRIO DO SUL;0,699;0,576;0,841;0,705
2010;43;4316428;SAGRADA FAMÍLIA;0,678;0,596;0,782;0,669
2010;43;4316436;SALDANHA MARINHO;0,762;0,706;0,841;0,745
2010;43;4316451;SALTO DO JACUÍ;0,687;0,558;0,837;0,693
2010;43;4316477;SALVADOR DAS MISSÕES;0,753;0,706;0,851;0,710
2010;43;4316501;SALVADOR DO SUL;0,740;0,641;0,843;0,750
2010;43;4316600;SANANDUVA;0,747;0,647;0,843;0,764
2010;43;4316709;SANTA BÁRBARA DO SUL;0,725;0,634;0,841;0,716
2010;43;4316733;SANTA CECÍLIA DO SUL;0,725;0,581;0,839;0,781
2010;43;4316758;SANTA CLARA DO SUL;0,740;0,644;0,843;0,747
2010;43;4316808;SANTA CRUZ DO SUL;0,773;0,693;0,852;0,782
2010;43;4316907;SANTA MARIA;0,784;0,715;0,848;0,795
2010;43;4316956;SANTA MARIA DO HERVAL;0,676;0,510;0,846;0,716
2010;43;4316972;SANTA MARGARIDA DO SUL;0,663;0,484;0,870;0,691
