Relação categoria x cluster detalhada - BR todos sem capital de UF e conurbados,,,,,
"Os nomes dos municípios foram agrupados por categoria e cluster, com separação por linha dentro de cada célula.",,,,,
,,,,,
Categoria,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
Bragança (PA)
Brusque (SC)
Cabo Frio (RJ)
Camacan (BA)
Camaquã (RS)
Camocim (CE)
Canguaretama (RN)
Capanema (PA)
Caraguatatuba (SP)
Carpina (PE)
Charqueadas (RS)
Cruz das Almas (BA)
Cururupu (MA)
Escada (PE)
Estância (SE)
Eunápolis (BA)
Goiana (PE)
Guaratinguetá (SP)
Itapecuru Mirim (MA)
Itapipoca (CE)
João Câmara (RN)
Lagarto (SE)
Linhares (ES)
Mamanguape (PB)
Montenegro (RS)
Nazaré (BA)
Nova Friburgo (RJ)
Novo Hamburgo (RS)
Palmares (PE)
Paranaguá (PR)
Penedo (AL)
Pinheiro (MA)
Porto Calvo (AL)
Porto Grande (AP)
Propriá (SE)
Registro (SP)
Resende (RJ)
Rio Bonito (RJ)
Russas (CE)
Salvaterra (PA)
Santo Antônio (RN)
São Miguel dos Campos (AL)
Taquara (RS)
Taubaté (SP)
Teixeira de Freitas (BA)
Torres (RS)
Tramandaí (RS)
Tubarão (SC)
Tutóia (MA)
Valença (BA)
Viana (MA)
Vitória de Santo Antão (PE)","Afonso Cláudio (ES)
Alegre (ES)
Além Paraíba (MG)
Bento Gonçalves (RS)
Bragança Paulista (SP)
Canindé (CE)
Capitão Poço (PA)
Chapadinha (MA)
Cruzeiro (SP)
Cuité (PB)
Esperantina (PI)
Garanhuns (PE)
Governador Nunes Freire (MA)
Guarabira (PB)
Ibirama (SC)
Ipiaú (BA)
Itabaiana (PB)
Itajubá (MG)
Itapajé (CE)
Itaperuna (RJ)
Itapetinga (BA)
Ituporanga (SC)
Jequié (BA)
Lajeado (RS)
Limoeiro (PE)
Nossa Senhora da Glória (SE)
Nova Venécia (ES)
Palmeira dos Índios (AL)
Redenção (CE)
Santa Cruz (RN)
Santo Antônio de Pádua (RJ)
Serrinha (BA)
Surubim (PE)
São Bento do Sul (SC)
São Paulo do Potengi (RN)
Três Rios (RJ)
União dos Palmares (AL)
Valença (RJ)","Abaetetuba (PA)
Abaeté (MG)
Afogados da Ingazeira (PE)
